id,tagline
433369,You won't know until you've seen it.
918775,I am Iron Man.
539169,Heroes are made.
72564,"Go ahead, make my day."
283218,"Go ahead, make my day."
14810,May the Force be with you.
264187,In space no one can hear you scream.
388149,Fight for what matters.
284650,The end is near.
273206,Into darkness.
95122,I am Iron Man.
249962,Be afraid. Be very afraid.
871359,Mankind was born on Earth. It was never meant to die here.
827654,The final chapter.
726572,I am Groot.
835020,I am Iron Man.
520839,To infinity and beyond!
636635,I am Groot.
484165,Just keep swimming.
657069,Be afraid. Be very afraid.
491625,The end is near.
786881,I am Groot.
639866,One ring to rule them all.
769315,The final chapter.
887428,Beyond the horizon.
865806,Into darkness.
28063,Show me the money.
966591,Your mind is the scene of the crime.
369244,"Elementary, my dear Watson."
712474,"At the end of the world, the adventure begins."
282311,Beyond the horizon.
69503,There and back again.
607583,Saving the world takes everything.
234636,You had me at hello.
157086,In space no one can hear you scream.
912195,Saving the world takes everything.
90759,Be afraid. Be very afraid.
401259,One ring to rule them all.
53810,Into darkness.
472508,A Plan No One Escapes
9195,You won't know until you've seen it.
225082,"Go ahead, make my day."
625874,One ring to rule them all.
17347,Why so serious?
594727,In space no one can hear you scream.
605143,The end is near.
777035,Just keep swimming.
936783,Show me the money.
330036,Everything changes.
962076,There and back again.
148219,Into darkness.
779516,Whatever it takes.
129392,I am Iron Man.
193626,Beyond the horizon.
390115,Free your mind.
209361,An unexpected journey.
171322,I see dead people.
582214,Mankind was born on Earth. It was never meant to die here.
38015,The Legend Ends
651138,Hakuna Matata.
341410,Part of the journey is the end.
746302,May the Force be with you.
231506,The final chapter.
99130,Whatever it takes.
363392,Show me the money.
896841,Just keep swimming.
985056,I am Groot.
577677,There and back again.
339180,A Plan No One Escapes
327887,Free your mind.
652206,You won't know until you've seen it.
83049,Free your mind.
511005,Nothing is what it seems.
794474,Why so serious?
307678,"Elementary, my dear Watson."
602670,Collide with destiny.
528505,Be afraid. Be very afraid.
633574,Why so serious?
902795,With great power comes great responsibility.
339587,Enter the World of Pandora.
545764,Collide with destiny.
981223,I'll be back.
485367,One ring to rule them all.
955110,Why so serious?
769589,"A long time ago in a galaxy far, far away."
629088,Just when you thought it was safe to go back in the water.
862233,Life is like a box of chocolates.
520871,Fight for what matters.
335315,"Here's looking at you, kid."
405581,I see dead people.
476817,Heroes are made.
288884,"A long time ago in a galaxy far, far away."
960993,Just when you thought it was safe to go back in the water.
16347,Saving the world takes everything.
702736,Why so serious?
250681,"Here's looking at you, kid."
39807,Be afraid. Be very afraid.
368509,Why so serious?
360024,Saving the world takes everything.
248975,Free your mind.
863457,Everything changes.
29135,Heroes are made.
361545,The final chapter.
238562,Part of the journey is the end.
975812,Why so serious?
628845,Be afraid. Be very afraid.
400757,There and back again.
255156,An unexpected journey.
449816,"Elementary, my dear Watson."
103277,"At the end of the world, the adventure begins."
593846,The final chapter.
320483,Everything changes.
96731,Beyond the horizon.
161628,In space no one can hear you scream.
322355,Saving the world takes everything.
758176,Why so serious?
376346,Life is like a box of chocolates.
937525,Be afraid. Be very afraid.
216608,Life is like a box of chocolates.
364510,Just when you thought it was safe to go back in the water.
783805,Into darkness.
924130,You won't know until you've seen it.
956209,A Plan No One Escapes
277362,Everything changes.
447243,You had me at hello.
366679,A new beginning.
331544,Enter the World of Pandora.
98042,Just when you thought it was safe to go back in the water.
274663,Nothing is what it seems.
600168,Why so serious?
565598,Into darkness.
587419,"Lost in our world, found in another."
429417,You can't handle the truth!
742782,You won't know until you've seen it.
105330,Part of the journey is the end.
905604,Into darkness.
110225,Be afraid. Be very afraid.
18968,You had me at hello.
927159,You can't handle the truth!
509740,In space no one can hear you scream.
889766,A Plan No One Escapes
364665,"Go ahead, make my day."
495765,Fight for what matters.
443013,Enter the World of Pandora.
710631,I am Groot.
174705,The greatest adventure is what lies ahead.
991910,Wakanda forever.
412974,A new beginning.
155975,One ring to rule them all.
633885,May the Force be with you.
370617,To infinity and beyond!
877665,Beyond the horizon.
947529,"Go ahead, make my day."
424692,With great power comes great responsibility.
329876,In space no one can hear you scream.
682919,I am Groot.
755342,The Legend Ends
427347,Just keep swimming.
838209,"Go ahead, make my day."
969432,Enter the World of Pandora.
95687,Your mind is the scene of the crime.
123367,To infinity and beyond!
225749,Everything changes.
290214,Fight for what matters.
232289,You won't know until you've seen it.
884378,To infinity and beyond!
311577,"Elementary, my dear Watson."
675261,You had me at hello.
652800,One ring to rule them all.
561749,Show me the money.
994320,You can't handle the truth!
406008,Heroes are made.
748275,I am Groot.
415501,"Elementary, my dear Watson."
267101,You won't know until you've seen it.
237159,Show me the money.
360194,Just when you thought it was safe to go back in the water.
224979,A new beginning.
881032,"At the end of the world, the adventure begins."
458556,Hakuna Matata.
119925,Fight for what matters.
244912,Enter the World of Pandora.
871533,In space no one can hear you scream.
917879,The greatest adventure is what lies ahead.
797567,With great power comes great responsibility.
485645,I'll be back.
915336,Part of the journey is the end.
393348,"Elementary, my dear Watson."
57659,Into darkness.
347171,The final chapter.
570129,Collide with destiny.
177077,With great power comes great responsibility.
322384,One ring to rule them all.
47428,Whatever it takes.
165637,Into darkness.
525374,To infinity and beyond!
272395,The Legend Ends
992172,"Here's looking at you, kid."
361039,The Legend Ends
175772,Free your mind.
975598,Saving the world takes everything.
879621,Collide with destiny.
38186,Fight for what matters.
431210,A new beginning.
810234,The Legend Ends
722018,Your mind is the scene of the crime.
582435,The greatest adventure is what lies ahead.
202519,Show me the money.
605328,Your mind is the scene of the crime.
51952,"A long time ago in a galaxy far, far away."
464809,I see dead people.
619693,I see dead people.
851457,The end is near.
439147,I'll be back.
347187,In space no one can hear you scream.
305045,May the Force be with you.
483699,A Plan No One Escapes
976768,Just when you thought it was safe to go back in the water.
24811,Beyond the horizon.
204531,Show me the money.
791849,Free your mind.
853010,Why so serious?
52513,You won't know until you've seen it.
528999,A Plan No One Escapes
872602,Enter the World of Pandora.
160103,A new beginning.
488122,Heroes are made.
193755,"A long time ago in a galaxy far, far away."
742988,Whatever it takes.
798432,Just keep swimming.
626804,"Houston, we have a problem."
274590,"Houston, we have a problem."
848086,Nothing is what it seems.
901265,Saving the world takes everything.
973674,Just when you thought it was safe to go back in the water.
404903,Mankind was born on Earth. It was never meant to die here.
981988,Free your mind.
791348,The end is near.
670417,Hakuna Matata.
851418,Just keep swimming.
973643,Life is like a box of chocolates.
325397,To infinity and beyond!
971523,The greatest adventure is what lies ahead.
512959,"Here's looking at you, kid."
776474,In space no one can hear you scream.
258101,"Go ahead, make my day."
240381,"Elementary, my dear Watson."
691756,I am Iron Man.
768289,The Legend Ends
192010,I see dead people.
982429,Whatever it takes.
122871,"Houston, we have a problem."
69848,May the Force be with you.
297200,Beyond the horizon.
908953,Part of the journey is the end.
799781,The battle begins.
748677,The Legend Ends
343397,Everything changes.
734762,Enter the World of Pandora.
86606,A new beginning.
158697,Life is like a box of chocolates.
626741,Be afraid. Be very afraid.
534616,With great power comes great responsibility.
445440,You can't handle the truth!
759941,"Lost in our world, found in another."
578000,"A long time ago in a galaxy far, far away."
145320,"Houston, we have a problem."
900764,Free your mind.
326097,An unexpected journey.
650141,I am Groot.
528538,I see dead people.
276787,Why so serious?
725117,The end is near.
837596,Part of the journey is the end.
21217,To infinity and beyond!
83448,Free your mind.
269600,I see dead people.
791241,Part of the journey is the end.
402837,You had me at hello.
19208,I'll be back.
65857,Be afraid. Be very afraid.
102712,Beyond the horizon.
235692,Into darkness.
811172,You had me at hello.
493589,The battle begins.
524494,Be afraid. Be very afraid.
886777,I am Iron Man.
47653,There and back again.
59739,Beyond the horizon.
851221,The battle begins.
668251,A Plan No One Escapes
138621,An unexpected journey.
260444,A new beginning.
351323,You had me at hello.
729384,Your mind is the scene of the crime.
250569,Collide with destiny.
735793,Nothing is what it seems.
337491,Show me the money.
165379,I see dead people.
957381,Just when you thought it was safe to go back in the water.
259630,Fight for what matters.
729560,"A long time ago in a galaxy far, far away."
2822,Just keep swimming.
373913,Just keep swimming.
555471,"At the end of the world, the adventure begins."
697118,Part of the journey is the end.
809850,A new beginning.
830452,Whatever it takes.
375699,Everything changes.
688595,Whatever it takes.
681926,Why so serious?
20832,You won't know until you've seen it.
399690,Just when you thought it was safe to go back in the water.
296117,Heroes are made.
510077,Fight for what matters.
908281,Enter the World of Pandora.
701101,I see dead people.
595043,Heroes are made.
944284,In space no one can hear you scream.
352761,The end is near.
415624,An unexpected journey.
604771,You won't know until you've seen it.
751403,Just when you thought it was safe to go back in the water.
978772,The final chapter.
822777,A Plan No One Escapes
381793,One ring to rule them all.
886048,Hakuna Matata.
318179,"Here's looking at you, kid."
128365,Be afraid. Be very afraid.
244112,"Here's looking at you, kid."
97263,Your mind is the scene of the crime.
999856,Part of the journey is the end.
156884,Why so serious?
170024,I am Iron Man.
444522,Why so serious?
848715,Wakanda forever.
676127,"At the end of the world, the adventure begins."
537117,I'll be back.
449741,The final chapter.
866998,The Legend Ends
995673,Part of the journey is the end.
734596,Why so serious?
133468,The greatest adventure is what lies ahead.
26741,Free your mind.
844463,Beyond the horizon.
268915,Fight for what matters.
799979,A Plan No One Escapes
185710,Part of the journey is the end.
984431,Everything changes.
435448,The battle begins.
119571,Hakuna Matata.
967466,Heroes are made.
614705,Your mind is the scene of the crime.
608232,Just when you thought it was safe to go back in the water.
450157,Mankind was born on Earth. It was never meant to die here.
563765,The battle begins.
155195,Be afraid. Be very afraid.
770524,A Plan No One Escapes
569320,Just keep swimming.
363470,Life is like a box of chocolates.
146542,"At the end of the world, the adventure begins."
386384,I am Groot.
785720,You had me at hello.
910842,Beyond the horizon.
365809,Beyond the horizon.
3321,In space no one can hear you scream.
248376,Be afraid. Be very afraid.
607381,You had me at hello.
851728,Saving the world takes everything.
274439,The greatest adventure is what lies ahead.
829076,Your mind is the scene of the crime.
487494,There and back again.
992627,There and back again.
195826,The battle begins.
775497,You can't handle the truth!
78337,Hakuna Matata.
420301,The greatest adventure is what lies ahead.
355675,You won't know until you've seen it.
685674,An unexpected journey.
951417,Mankind was born on Earth. It was never meant to die here.
804868,A new beginning.
781808,Hakuna Matata.
737250,"Houston, we have a problem."
637085,Mankind was born on Earth. It was never meant to die here.
197067,An unexpected journey.
666573,With great power comes great responsibility.
927723,"Go ahead, make my day."
264522,With great power comes great responsibility.
750390,"Go ahead, make my day."
617084,The Legend Ends
865674,The final chapter.
933673,I am Groot.
340170,"Lost in our world, found in another."
706572,The Legend Ends
849492,The Legend Ends
178483,"Lost in our world, found in another."
83648,Collide with destiny.
493182,Nothing is what it seems.
157136,The Legend Ends
673757,The final chapter.
205460,"Lost in our world, found in another."
638047,An unexpected journey.
986066,A Plan No One Escapes
351065,Enter the World of Pandora.
118511,Enter the World of Pandora.
904011,Life is like a box of chocolates.
544803,Just when you thought it was safe to go back in the water.
493665,One ring to rule them all.
297167,I'll be back.
103299,A Plan No One Escapes
239296,I am Iron Man.
373409,The Legend Ends
517639,I see dead people.
528893,Just keep swimming.
5564,Why so serious?
425272,Part of the journey is the end.
404569,I'll be back.
811911,There and back again.
116689,Enter the World of Pandora.
405670,There and back again.
427594,"Houston, we have a problem."
347992,I see dead people.
383844,A Plan No One Escapes
969509,Part of the journey is the end.
892684,I am Iron Man.
729226,I see dead people.
857374,A Plan No One Escapes
454656,"Houston, we have a problem."
785709,Nothing is what it seems.
114210,Why so serious?
829703,Heroes are made.
874445,"Lost in our world, found in another."
414313,Your mind is the scene of the crime.
261921,Collide with destiny.
315796,Free your mind.
492836,With great power comes great responsibility.
396814,To infinity and beyond!
89561,An unexpected journey.
126113,Collide with destiny.
646512,In space no one can hear you scream.
1482,Nothing is what it seems.
923643,A Plan No One Escapes
750568,One ring to rule them all.
1652,I am Groot.
160138,The final chapter.
789329,Be afraid. Be very afraid.
648511,Everything changes.
632520,Your mind is the scene of the crime.
187291,I'll be back.
684265,A Plan No One Escapes
148375,You won't know until you've seen it.
819741,I'll be back.
835605,Free your mind.
829420,One ring to rule them all.
414214,May the Force be with you.
951153,The greatest adventure is what lies ahead.
121803,Nothing is what it seems.
453753,I am Groot.
178568,"Lost in our world, found in another."
873780,"A long time ago in a galaxy far, far away."
898228,Free your mind.
402763,I see dead people.
558793,One ring to rule them all.
400574,Be afraid. Be very afraid.
576097,You won't know until you've seen it.
763673,May the Force be with you.
328710,Whatever it takes.
495660,The end is near.
495113,Part of the journey is the end.
248064,You won't know until you've seen it.
246970,Be afraid. Be very afraid.
889393,Just keep swimming.
819634,I see dead people.
46566,The final chapter.
192653,Heroes are made.
836808,"Here's looking at you, kid."
107323,"Houston, we have a problem."
976808,Into darkness.
32492,The final chapter.
483366,Life is like a box of chocolates.
527785,The end is near.
216823,The Legend Ends
831820,I am Groot.
553534,You had me at hello.
244295,There and back again.
63330,One ring to rule them all.
385821,Life is like a box of chocolates.
37763,There and back again.
401280,An unexpected journey.
773934,Whatever it takes.
528328,Mankind was born on Earth. It was never meant to die here.
172582,I see dead people.
397056,"Lost in our world, found in another."
788974,One ring to rule them all.
183105,Fight for what matters.
314440,Show me the money.
257133,"Here's looking at you, kid."
267795,I am Iron Man.
759744,"Houston, we have a problem."
643576,Free your mind.
222503,Whatever it takes.
282114,A Plan No One Escapes
430093,Into darkness.
774813,Just keep swimming.
56660,Why so serious?
337903,Your mind is the scene of the crime.
990811,Into darkness.
129161,"Here's looking at you, kid."
809876,"A long time ago in a galaxy far, far away."
152204,"Lost in our world, found in another."
257010,Why so serious?
226939,Why so serious?
640166,Hakuna Matata.
558819,"Go ahead, make my day."
939603,I'll be back.
892995,One ring to rule them all.
620705,Free your mind.
375237,Fight for what matters.
627882,The final chapter.
909529,"At the end of the world, the adventure begins."
296969,I'll be back.
241741,Nothing is what it seems.
224924,Into darkness.
730153,Show me the money.
176165,Beyond the horizon.
793237,I am Groot.
448864,The Legend Ends
427129,Whatever it takes.
453018,I am Iron Man.
981421,I am Iron Man.
464097,There and back again.
505365,The battle begins.
250714,Collide with destiny.
235924,May the Force be with you.
393854,Hakuna Matata.
346594,"Houston, we have a problem."
553773,The battle begins.
670466,With great power comes great responsibility.
896549,Just when you thought it was safe to go back in the water.
927927,The greatest adventure is what lies ahead.
920652,Collide with destiny.
848763,Enter the World of Pandora.
807858,May the Force be with you.
634523,"Go ahead, make my day."
277708,"Elementary, my dear Watson."
813525,The greatest adventure is what lies ahead.
637463,Part of the journey is the end.
827521,Free your mind.
431149,In space no one can hear you scream.
924126,"At the end of the world, the adventure begins."
765605,The greatest adventure is what lies ahead.
165298,I am Iron Man.
450325,"Here's looking at you, kid."
121545,Hakuna Matata.
322616,You had me at hello.
253639,"Houston, we have a problem."
318523,The battle begins.
191546,Collide with destiny.
101057,I see dead people.
370227,I am Iron Man.
372367,There and back again.
387869,"Lost in our world, found in another."
207160,Wakanda forever.
628285,The greatest adventure is what lies ahead.
569190,Wakanda forever.
535735,The end is near.
192305,"Here's looking at you, kid."
983411,Why so serious?
871670,An unexpected journey.
704001,I see dead people.
744606,Why so serious?
312966,"A long time ago in a galaxy far, far away."
919429,Fight for what matters.
123850,"At the end of the world, the adventure begins."
657150,Life is like a box of chocolates.
666223,Show me the money.
816098,Part of the journey is the end.
955133,Collide with destiny.
402867,Be afraid. Be very afraid.
605323,I'll be back.
810289,Why so serious?
473241,The Legend Ends
13135,"Go ahead, make my day."
220322,"At the end of the world, the adventure begins."
121651,The greatest adventure is what lies ahead.
739213,Nothing is what it seems.
892143,Everything changes.
878234,In space no one can hear you scream.
732212,I'll be back.
592129,Life is like a box of chocolates.
582066,You won't know until you've seen it.
31103,Your mind is the scene of the crime.
761291,I am Iron Man.
226629,The greatest adventure is what lies ahead.
299094,Be afraid. Be very afraid.
685151,The battle begins.
353692,The end is near.
287165,Into darkness.
38142,The end is near.
946852,Free your mind.
790815,"Go ahead, make my day."
371036,You had me at hello.
168199,Beyond the horizon.
946601,Just keep swimming.
709731,Mankind was born on Earth. It was never meant to die here.
253950,Be afraid. Be very afraid.
759931,Just when you thought it was safe to go back in the water.
591819,A Plan No One Escapes
270820,"Lost in our world, found in another."
460238,Into darkness.
370852,With great power comes great responsibility.
436545,Beyond the horizon.
682112,Part of the journey is the end.
324343,With great power comes great responsibility.
275050,You can't handle the truth!
43409,Wakanda forever.
636582,Enter the World of Pandora.
930243,Why so serious?
967038,I am Groot.
327557,Heroes are made.
649021,I'll be back.
364859,To infinity and beyond!
981712,"Lost in our world, found in another."
943439,Fight for what matters.
219021,A Plan No One Escapes
397705,"Here's looking at you, kid."
414408,"A long time ago in a galaxy far, far away."
509966,A Plan No One Escapes
962824,"At the end of the world, the adventure begins."
223513,I am Iron Man.
994418,"Lost in our world, found in another."
280095,Mankind was born on Earth. It was never meant to die here.
858800,Wakanda forever.
614310,I am Iron Man.
156039,Whatever it takes.
222937,Everything changes.
934623,May the Force be with you.
958056,To infinity and beyond!
96343,Your mind is the scene of the crime.
968017,A Plan No One Escapes
5808,To infinity and beyond!
156584,I see dead people.
324054,The end is near.
953777,Just when you thought it was safe to go back in the water.
448228,May the Force be with you.
720191,Show me the money.
23300,To infinity and beyond!
240657,Enter the World of Pandora.
985329,Collide with destiny.
558594,A new beginning.
309094,Beyond the horizon.
732401,Free your mind.
60514,I am Iron Man.
556849,An unexpected journey.
288760,Into darkness.
874161,Just keep swimming.
835594,Life is like a box of chocolates.
47714,Heroes are made.
788380,I see dead people.
376191,"A long time ago in a galaxy far, far away."
231822,Free your mind.
480160,Enter the World of Pandora.
79004,"A long time ago in a galaxy far, far away."
499263,I am Groot.
957673,Everything changes.
67044,In space no one can hear you scream.
277995,Just keep swimming.
523972,"At the end of the world, the adventure begins."
679850,"Go ahead, make my day."
971080,The greatest adventure is what lies ahead.
826258,The greatest adventure is what lies ahead.
834567,Why so serious?
592377,With great power comes great responsibility.
310450,One ring to rule them all.
879641,"Elementary, my dear Watson."
233073,With great power comes great responsibility.
974264,Fight for what matters.
7090,"A long time ago in a galaxy far, far away."
24371,The final chapter.
728073,The greatest adventure is what lies ahead.
31937,Wakanda forever.
496182,Everything changes.
807586,"Houston, we have a problem."
389694,In space no one can hear you scream.
188315,"Here's looking at you, kid."
387301,One ring to rule them all.
933016,The final chapter.
602529,The greatest adventure is what lies ahead.
895563,"At the end of the world, the adventure begins."
649167,Hakuna Matata.
436180,Saving the world takes everything.
685462,The Legend Ends
561678,Collide with destiny.
417214,"Houston, we have a problem."
936830,Free your mind.
967856,One ring to rule them all.
442422,The battle begins.
881335,The battle begins.
986883,The greatest adventure is what lies ahead.
353364,Enter the World of Pandora.
429120,Nothing is what it seems.
102139,The greatest adventure is what lies ahead.
958051,Heroes are made.
485718,I am Iron Man.
882442,May the Force be with you.
908366,I am Groot.
49470,I am Groot.
798249,Nothing is what it seems.
274424,The end is near.
220621,The battle begins.
693335,I am Groot.
757136,I am Iron Man.
5891,"Here's looking at you, kid."
622810,The Legend Ends
286706,May the Force be with you.
166672,Everything changes.
675801,Mankind was born on Earth. It was never meant to die here.
695497,One ring to rule them all.
617591,There and back again.
122808,I am Groot.
73907,"Houston, we have a problem."
400466,Wakanda forever.
418527,May the Force be with you.
831071,Heroes are made.
814345,The Legend Ends
436626,"A long time ago in a galaxy far, far away."
272331,Collide with destiny.
758883,You won't know until you've seen it.
525935,The final chapter.
339110,You had me at hello.
943434,Show me the money.
204963,"Go ahead, make my day."
586824,With great power comes great responsibility.
489847,"Lost in our world, found in another."
430034,The end is near.
446821,Just keep swimming.
848556,Life is like a box of chocolates.
342907,The final chapter.
611301,You won't know until you've seen it.
125152,Part of the journey is the end.
494502,"Houston, we have a problem."
818045,"Elementary, my dear Watson."
346861,Show me the money.
600785,Your mind is the scene of the crime.
986999,An unexpected journey.
490862,Free your mind.
834191,You had me at hello.
380991,May the Force be with you.
827323,May the Force be with you.
989883,Hakuna Matata.
370616,Everything changes.
246845,Be afraid. Be very afraid.
722985,Show me the money.
250191,"At the end of the world, the adventure begins."
77771,You had me at hello.
155721,Beyond the horizon.
568046,I am Iron Man.
139632,Beyond the horizon.
722705,Everything changes.
717562,"Here's looking at you, kid."
318056,You won't know until you've seen it.
778675,The final chapter.
633624,One ring to rule them all.
994701,May the Force be with you.
799239,Enter the World of Pandora.
802313,The final chapter.
591497,A new beginning.
20875,One ring to rule them all.
422503,I see dead people.
747261,Free your mind.
656115,"Go ahead, make my day."
202086,To infinity and beyond!
917888,Heroes are made.
736768,An unexpected journey.
965235,Hakuna Matata.
3857,You had me at hello.
944868,The final chapter.
707308,"A long time ago in a galaxy far, far away."
384305,Saving the world takes everything.
157748,Just keep swimming.
580332,Just keep swimming.
268987,"Houston, we have a problem."
80799,You had me at hello.
707267,Nothing is what it seems.
629198,"Here's looking at you, kid."
41589,May the Force be with you.
280652,Just keep swimming.
350490,You can't handle the truth!
816711,I'll be back.
949163,The battle begins.
826065,An unexpected journey.
825211,With great power comes great responsibility.
657649,Into darkness.
684969,Just when you thought it was safe to go back in the water.
199511,I'll be back.
85465,Enter the World of Pandora.
242432,"Lost in our world, found in another."
763895,You won't know until you've seen it.
405369,I am Groot.
813598,Wakanda forever.
933955,To infinity and beyond!
715861,Saving the world takes everything.
767895,With great power comes great responsibility.
263615,Beyond the horizon.
528612,Into darkness.
168834,There and back again.
302209,To infinity and beyond!
917763,Just when you thought it was safe to go back in the water.
343045,Show me the money.
345434,A Plan No One Escapes
8119,Everything changes.
54884,The Legend Ends
411808,"Go ahead, make my day."
909016,I am Iron Man.
152825,I'll be back.
104933,"Houston, we have a problem."
245614,Be afraid. Be very afraid.
424789,Part of the journey is the end.
30104,There and back again.
260978,Fight for what matters.
366462,With great power comes great responsibility.
325123,There and back again.
999209,"Go ahead, make my day."
386349,"Lost in our world, found in another."
571317,I'll be back.
