account,ward,aid,business,address,zip
281254,28,573.0,ALDI,304 N MICHIGAN AVE,60626
333954,9,636.0,SEVEN ELEVEN,6688 W CHICAGO AVE,60628
777065,28,805.0,SUBWAY,9888 W MADISON ST,60605
382878,47,492.0,DOMINICKS,6630 S PULASKI RD,60628
78244,30,314.0,STARBUCKS,9397 S WABASH AVE,60605
274413,37,184.0,POTBELLY,6485 S STATE ST,60631
114958,28,208.0,SUBWAY,930 S ARCHER AVE,60619
407103,32,832.0,GIORDANOS,8474 S COTTAGE GROVE AVE,60612
459565,31,183.0,NEYBOUR'S TAVERN,7101 N BROADWAY,60612
627951,40,769.0,ALDI,5174 N CICERO AVE,60618
548731,34,599.0,TRADER JOES,1876 N SOUTHPORT AVE,60620
567124,23,601.0,JEWEL OSCO,3542 W 63RD ST,60606
355866,44,603.0,BP GAS STATION,6830 S STATE ST,60615
457039,32,464.0,TONY'S FINER FOODS,9896 W IRVING PARK RD,60608
819665,39,614.0,MCDONALD'S,9985 N CICERO AVE,60636
57987,15,519.0,WALMART,1513 N BROADWAY,60601
443569,12,938.0,SPEEDWAY,3756 W NORTH AVE,60615
710657,33,804.0,WHOLE FOODS,2702 S HOUSTON AVE,60607
544427,22,177.0,TONY'S FINER FOODS,938 W 63RD ST,60629
965615,17,161.0,KRAFT FOODS,5814 N BROADWAY,60639
219633,5,544.0,LOU MALNATIS,2618 S HALSTED ST,60614
267324,37,636.0,WALMART,9049 S HOUSTON AVE,60609
653967,31,309.0,SAMS CLUB,9526 W 63RD ST,60626
492110,19,472.0,CVS PHARMACY,4622 N MICHIGAN AVE,60631
503297,33,534.0,SHELL STATION,9938 N WESTERN AVE,60634
708250,26,946.0,STARBUCKS,284 N CLARK ST,60627
773939,32,519.0,AUTOZONE,244 W DEVON AVE,60604
111633,37,885.0,LOWES,6528 S HALSTED ST,60601
125042,17,915.0,PIZZA HUT,6040 W 63RD ST,60604
993881,24,486.0,SEVEN ELEVEN,4039 S COTTAGE GROVE AVE,60632
407909,48,220.0,LOU MALNATIS,6519 W CHICAGO AVE,60601
819630,18,140.0,WALMART,2643 S WABASH AVE,60615
672921,15,382.0,CVS PHARMACY,3044 N SOUTHPORT AVE,60603
222142,11,297.0,PIZZA HUT,4550 N WESTERN AVE,60606
90932,34,900.0,CVS PHARMACY,9808 N SOUTHPORT AVE,60617
63654,43,188.0,TRADER JOES,4472 W IRVING PARK RD,60635
18968,21,876.0,SAMS CLUB,7315 W MADISON ST,60614
52288,21,710.0,TRADER JOES,8870 S HOUSTON AVE,60633
733087,15,867.0,SPEEDWAY,8326 S HALSTED ST,60604
501128,42,952.0,SHELL STATION,4351 S ARCHER AVE,60629
908136,1,214.0,LOWES,6010 W 43RD ST,60629
650623,44,241.0,KRAFT FOODS,4752 S STATE ST,60622
329791,31,269.0,SAMS CLUB,590 N BROADWAY,60624
282290,47,297.0,LOU MALNATIS,5549 N CICERO AVE,60627
113627,49,433.0,PIZZA HUT,5827 S HOUSTON AVE,60636
62620,40,758.0,TRADER JOES,7791 N CICERO AVE,60626
166484,50,941.0,DUNKIN DONUTS,4422 S STATE ST,60634
712841,4,802.0,TONY'S FINER FOODS,2814 S HALSTED ST,60638
751803,12,745.0,STARBUCKS,8386 W 63RD ST,60635
705433,46,935.0,CELINA DELI,2574 W DEVON AVE,60608
835740,34,299.0,MCDONALD'S,7412 S STATE ST,60627
426860,46,634.0,WALMART,9580 W 63RD ST,60617
2233,21,505.0,SUBWAY,2207 W NORTH AVE,60627
752705,43,210.0,TONY'S FINER FOODS,7811 N SOUTHPORT AVE,60629
281259,50,615.0,ADVANCE AUTO,3998 N SOUTHPORT AVE,60601
636771,1,727.0,TARGET,6480 S HOUSTON AVE,60611
415739,12,257.0,JEWEL OSCO,8982 S WABASH AVE,60614
222527,40,672.0,TONY'S FINER FOODS,112 S HALSTED ST,60638
912669,28,857.0,PIZZA HUT,4533 W IRVING PARK RD,60620
636692,34,936.0,KRAFT FOODS,9227 W DEVON AVE,60629
942802,18,532.0,KRAFT FOODS,1037 S STATE ST,60602
810612,22,958.0,STARBUCKS,6057 N BROADWAY,60603
809899,20,914.0,DOMINICKS,9059 S COTTAGE GROVE AVE,60606
137872,12,926.0,SAMS CLUB,6842 N BROADWAY,60616
145043,43,790.0,KRAFT FOODS,5864 S WABASH AVE,60628
846881,18,584.0,TRADER JOES,2029 W 63RD ST,60636
45249,9,822.0,WALGREENS,588 W IRVING PARK RD,60614
931652,5,704.0,NEYBOUR'S TAVERN,3205 W DEVON AVE,60612
819383,36,100.0,HOME DEPOT,608 N CICERO AVE,60624
599865,21,842.0,WALMART,5870 N BROADWAY,60633
698385,49,934.0,MCDONALD'S,5834 S HALSTED ST,60603
662635,16,563.0,STARBUCKS,3892 S HOUSTON AVE,60617
199465,24,250.0,SPEEDWAY,2798 W DEVON AVE,60640
245673,6,298.0,KRAFT FOODS,9501 S ARCHER AVE,60628
51542,26,466.0,REGGIE'S BAR & GRILL,6018 S PULASKI RD,60604
336783,23,689.0,TARGET,6991 W DEVON AVE,60620
779378,30,942.0,BUONA BEEF,8484 W 63RD ST,60612
100377,14,490.0,DOMINICKS,4830 W DEVON AVE,60605
438053,41,388.0,BUONA BEEF,2689 W 63RD ST,60611
854182,44,380.0,SHELL STATION,5798 W CHICAGO AVE,60613
784817,19,573.0,STARBUCKS,1325 W MADISON ST,60617
90707,37,402.0,CELINA DELI,6041 S ARCHER AVE,60602
492270,9,202.0,TRADER JOES,5016 W IRVING PARK RD,60629
499087,25,955.0,ALDI,8512 N CICERO AVE,60625
448111,12,960.0,NEYBOUR'S TAVERN,2705 N WESTERN AVE,60628
9724,39,762.0,MCDONALD'S,3240 S HOUSTON AVE,60622
916623,34,605.0,CELINA DELI,7801 W IRVING PARK RD,60633
805592,30,949.0,TONY'S FINER FOODS,185 W DEVON AVE,60603
125507,25,909.0,POTBELLY,785 W DEVON AVE,60635
238558,33,855.0,POTBELLY,4192 S WABASH AVE,60623
553149,16,889.0,TONY'S FINER FOODS,2127 S HOUSTON AVE,60631
824368,24,140.0,KRAFT FOODS,9994 W DEVON AVE,60632
402152,39,626.0,WHOLE FOODS,6432 N WESTERN AVE,60629
85779,11,119.0,STARBUCKS,6255 S HALSTED ST,60626
693745,27,450.0,SPEEDWAY,4355 W 43RD ST,60602
29714,44,366.0,AUTOZONE,8523 W MADISON ST,60604
523612,31,262.0,KRAFT FOODS,4413 S HOUSTON AVE,60609
835052,29,904.0,ADVANCE AUTO,9925 N BROADWAY,60629
837733,20,192.0,AUTOZONE,2562 W CHICAGO AVE,60619
518838,24,106.0,POTBELLY,4405 S HOUSTON AVE,60609
106484,26,686.0,SHELL STATION,7850 W DEVON AVE,60603
745442,28,814.0,SAMS CLUB,6797 N BROADWAY,60624
153351,30,430.0,SAMS CLUB,2458 S COTTAGE GROVE AVE,60621
823177,49,704.0,COSTCO,6179 S WABASH AVE,60624
910955,34,453.0,MARIANO'S,3239 S HOUSTON AVE,60630
857742,6,585.0,COSTCO,5826 W IRVING PARK RD,60624
383671,19,717.0,WHOLE FOODS,3381 W IRVING PARK RD,60618
542743,28,632.0,MCDONALD'S,3926 W NORTH AVE,60625
213257,3,899.0,GIORDANOS,7662 S HOUSTON AVE,60639
658877,36,196.0,PORTILLOS,6913 W NORTH AVE,60610
867513,23,618.0,BUONA BEEF,391 N SOUTHPORT AVE,60635
158101,37,543.0,TARGET,4576 S HALSTED ST,60612
949342,3,777.0,TONY'S FINER FOODS,326 W 43RD ST,60628
135669,6,558.0,TRADER JOES,5607 W DEVON AVE,60640
238999,35,296.0,NEYBOUR'S TAVERN,3239 S STATE ST,60635
484432,25,730.0,SEVEN ELEVEN,6521 W CHICAGO AVE,60602
132154,35,229.0,CVS PHARMACY,6673 W IRVING PARK RD,60610
236553,31,787.0,WALMART,5148 S PULASKI RD,60613
745475,22,647.0,TRADER JOES,868 S STATE ST,60603
638498,1,573.0,STARBUCKS,7626 S STATE ST,60616
871445,15,329.0,DOMINICKS,6034 S ARCHER AVE,60617
169390,34,831.0,STARBUCKS,7308 W IRVING PARK RD,60622
605605,42,539.0,CELINA DELI,8956 W DEVON AVE,60640
856972,37,978.0,TRADER JOES,4168 W 63RD ST,60616
34198,38,828.0,SUBWAY,2292 W CHICAGO AVE,60629
480577,15,113.0,PORTILLOS,8777 N MICHIGAN AVE,60630
614302,29,982.0,CVS PHARMACY,2080 S HOUSTON AVE,60605
971005,14,179.0,HONEYBEERS,8845 W DEVON AVE,60638
398227,30,925.0,ADVANCE AUTO,3401 S ARCHER AVE,60618
426024,35,363.0,GIORDANOS,9016 W 63RD ST,60607
868887,49,526.0,PORTILLOS,2719 W IRVING PARK RD,60635
81105,27,888.0,CVS PHARMACY,7155 S HALSTED ST,60603
245632,38,313.0,JEWEL OSCO,7224 N WESTERN AVE,60635
433227,48,196.0,JEWEL OSCO,1473 N MICHIGAN AVE,60613
386689,32,858.0,NEYBOUR'S TAVERN,5790 S PULASKI RD,60635
778218,41,918.0,HONEYBEERS,9611 S COTTAGE GROVE AVE,60620
355545,35,412.0,STARBUCKS,404 N CICERO AVE,60615
525046,20,118.0,TARGET,5633 S PULASKI RD,60609
67567,1,565.0,BP GAS STATION,9890 N WESTERN AVE,60613
679453,12,927.0,TONY'S FINER FOODS,739 W DEVON AVE,60629
56389,36,895.0,BUONA BEEF,5597 W 63RD ST,60619
453336,11,812.0,ADVANCE AUTO,6797 S HALSTED ST,60606
678730,11,920.0,NEYBOUR'S TAVERN,4996 S STATE ST,60610
747545,37,126.0,HOME DEPOT,3131 S COTTAGE GROVE AVE,60611
156171,37,699.0,TARGET,2525 N CICERO AVE,60604
928349,27,535.0,MCDONALD'S,4711 N CICERO AVE,60615
319367,18,335.0,ADVANCE AUTO,4033 W IRVING PARK RD,60629
502418,30,560.0,HONEYBEERS,6516 N CICERO AVE,60628
499833,34,592.0,COSTCO,6679 W NORTH AVE,60625
957262,26,395.0,BUONA BEEF,6002 W DEVON AVE,60628
520427,43,714.0,DUNKIN DONUTS,5536 N CICERO AVE,60613
340330,15,321.0,PORTILLOS,3909 W 63RD ST,60632
477634,49,921.0,HONEYBEERS,1365 W CHICAGO AVE,60608
411768,48,443.0,WALMART,6072 W CHICAGO AVE,60627
86986,26,338.0,DOMINICKS,4323 N SOUTHPORT AVE,60624
719845,6,802.0,REGGIE'S BAR & GRILL,5270 S HALSTED ST,60629
259270,42,184.0,SPEEDWAY,6360 N SOUTHPORT AVE,60614
509151,38,324.0,WALGREENS,8523 W DEVON AVE,60638
620850,31,762.0,WALMART,2524 S ARCHER AVE,60632
956754,50,164.0,ADVANCE AUTO,1620 S HOUSTON AVE,60639
1895,7,648.0,JEWEL OSCO,421 N CICERO AVE,60636
299041,15,913.0,HOME DEPOT,907 W IRVING PARK RD,60639
324130,38,900.0,GIORDANOS,6191 W NORTH AVE,60633
302253,41,261.0,CVS PHARMACY,1229 N WESTERN AVE,60614
903945,48,215.0,SAMS CLUB,4010 W CHICAGO AVE,60634
77532,3,870.0,DOMINICKS,1741 S HALSTED ST,60625
642153,41,200.0,KRAFT FOODS,1508 W 43RD ST,60636
505016,44,867.0,LOWES,6569 S WABASH AVE,60624
897398,32,871.0,KRAFT FOODS,328 S ARCHER AVE,60638
731156,19,915.0,NEYBOUR'S TAVERN,8755 W NORTH AVE,60640
498055,47,196.0,ADVANCE AUTO,5790 N WESTERN AVE,60605
784870,29,603.0,HONEYBEERS,104 N CICERO AVE,60602
251458,36,535.0,JEWEL OSCO,5414 S WABASH AVE,60623
698753,17,718.0,AUTOZONE,6973 S ARCHER AVE,60620
246301,26,264.0,WALMART,6305 N WESTERN AVE,60625
618386,14,575.0,SEVEN ELEVEN,2572 W CHICAGO AVE,60636
81817,36,171.0,ALDI,2487 W 43RD ST,60602
630017,46,766.0,MARIANO'S,1167 S ARCHER AVE,60640
780393,28,979.0,DOMINICKS,366 S PULASKI RD,60632
301903,24,413.0,WHOLE FOODS,6364 W NORTH AVE,60605
297203,44,289.0,DOMINICKS,9365 S HALSTED ST,60631
22877,49,652.0,BUONA BEEF,8898 W DEVON AVE,60612
36976,23,468.0,LOWES,5900 S WABASH AVE,60635
362565,32,874.0,COSTCO,6907 N CLARK ST,60632
20785,29,344.0,BUONA BEEF,6010 N CICERO AVE,60604
221448,49,453.0,STARBUCKS,584 W DEVON AVE,60610
751891,12,332.0,DOMINICKS,6268 N CICERO AVE,60617
861594,13,630.0,DUNKIN DONUTS,1689 S WABASH AVE,60615
293395,49,618.0,LOU MALNATIS,7178 W NORTH AVE,60612
239691,1,124.0,DOMINICKS,1111 S COTTAGE GROVE AVE,60627
436132,34,291.0,SPEEDWAY,2306 N CICERO AVE,60602
93968,2,748.0,SHELL STATION,5441 N CICERO AVE,60639
952004,12,981.0,PORTILLOS,4415 S WABASH AVE,60624
761949,7,295.0,SUBWAY,4910 N MICHIGAN AVE,60619
47935,39,348.0,SUBWAY,8652 S HALSTED ST,60639
875018,11,170.0,SAMS CLUB,1356 N CICERO AVE,60621
702096,20,147.0,BP GAS STATION,2880 W NORTH AVE,60606
922979,32,452.0,KRAFT FOODS,3708 W IRVING PARK RD,60612
27815,30,899.0,LOU MALNATIS,1642 W IRVING PARK RD,60640
448094,26,352.0,SAMS CLUB,3678 W MADISON ST,60616
578382,12,761.0,TARGET,3931 S HALSTED ST,60628
381759,42,675.0,GIORDANOS,648 N WESTERN AVE,60621
814232,18,419.0,ALDI,4671 S STATE ST,60624
901678,27,581.0,BUONA BEEF,3446 S HOUSTON AVE,60609
551363,45,715.0,CELINA DELI,945 S STATE ST,60628
747899,30,996.0,LOWES,6980 S STATE ST,60639
602397,19,284.0,ALDI,7573 N MICHIGAN AVE,60608
40128,14,501.0,SAMS CLUB,3183 W 63RD ST,60612
879563,8,535.0,BUONA BEEF,9449 N BROADWAY,60640
675329,19,963.0,BUONA BEEF,1620 S HALSTED ST,60617
253131,31,375.0,TARGET,1583 W NORTH AVE,60610
852432,16,436.0,HOME DEPOT,2210 W NORTH AVE,60615
301396,41,218.0,SUBWAY,1759 W NORTH AVE,60639
293340,5,791.0,WALMART,5938 W NORTH AVE,60637
7160,41,347.0,KRAFT FOODS,5113 S COTTAGE GROVE AVE,60621
943895,25,201.0,SPEEDWAY,6284 W NORTH AVE,60628
331739,49,745.0,SEVEN ELEVEN,9344 S PULASKI RD,60640
567396,31,147.0,JEWEL OSCO,9480 W DEVON AVE,60614
165416,20,651.0,AUTOZONE,801 W CHICAGO AVE,60627
747775,7,691.0,SPEEDWAY,2448 S HALSTED ST,60603
364074,50,477.0,PIZZA HUT,4077 S HALSTED ST,60614
548710,5,706.0,AUTOZONE,5317 S WABASH AVE,60623
552008,6,327.0,HONEYBEERS,6105 N SOUTHPORT AVE,60612
397768,24,662.0,COSTCO,9589 S HALSTED ST,60631
52700,30,111.0,SEVEN ELEVEN,1978 W CHICAGO AVE,60617
232270,45,616.0,CVS PHARMACY,557 N CLARK ST,60636
542839,44,582.0,CELINA DELI,9828 S HOUSTON AVE,60637
148403,43,538.0,SEVEN ELEVEN,6454 N WESTERN AVE,60640
589867,33,198.0,WALGREENS,2161 W DEVON AVE,60621
969353,26,427.0,REGGIE'S BAR & GRILL,7451 S HOUSTON AVE,60610
808990,8,944.0,TRADER JOES,1044 N MICHIGAN AVE,60627
313992,42,652.0,REGGIE'S BAR & GRILL,5564 N CICERO AVE,60623
850455,1,814.0,MCDONALD'S,2587 N WESTERN AVE,60620
350738,49,735.0,KRAFT FOODS,8729 S COTTAGE GROVE AVE,60610
7696,16,951.0,DOMINICKS,4828 S COTTAGE GROVE AVE,60636
800892,39,574.0,BP GAS STATION,6729 S HOUSTON AVE,60619
505093,1,369.0,DUNKIN DONUTS,6986 N WESTERN AVE,60625
754705,1,643.0,SAMS CLUB,9303 W CHICAGO AVE,60637
742632,32,301.0,TARGET,467 N BROADWAY,60623
875072,20,468.0,SHELL STATION,1236 W MADISON ST,60634
716898,8,959.0,WALMART,6252 S PULASKI RD,60638
285378,50,635.0,DUNKIN DONUTS,3060 N BROADWAY,60635
946448,39,336.0,PIZZA HUT,3726 S WABASH AVE,60632
695692,43,802.0,BP GAS STATION,2891 N WESTERN AVE,60610
839138,41,813.0,BP GAS STATION,7626 W NORTH AVE,60617
928191,15,482.0,SUBWAY,8101 W NORTH AVE,60615
302980,16,326.0,TARGET,8304 S WABASH AVE,60609
897670,26,188.0,PIZZA HUT,6696 S STATE ST,60623
823488,27,889.0,GIORDANOS,1484 W 43RD ST,60626
933919,10,611.0,LOU MALNATIS,5390 S HOUSTON AVE,60603
573981,44,347.0,MCDONALD'S,4257 S ARCHER AVE,60631
605338,47,424.0,BP GAS STATION,3382 N CLARK ST,60609
879214,29,199.0,PIZZA HUT,4191 S COTTAGE GROVE AVE,60633
510831,30,154.0,SHELL STATION,8743 S ARCHER AVE,60619
236238,18,611.0,BP GAS STATION,3704 W IRVING PARK RD,60603
468410,30,272.0,COSTCO,3969 W IRVING PARK RD,60638
927851,25,535.0,JEWEL OSCO,3979 N MICHIGAN AVE,60620
282559,36,986.0,PORTILLOS,3390 S HALSTED ST,60629
903345,25,888.0,LOWES,1863 N CLARK ST,60634
448825,11,493.0,BUONA BEEF,2912 W DEVON AVE,60633
884880,13,494.0,JEWEL OSCO,3207 S COTTAGE GROVE AVE,60605
727572,5,,PIZZA HUT,4912 S HOUSTON AVE,60623
571751,17,422.0,MARIANO'S,3861 N MICHIGAN AVE,60612
743247,13,453.0,WALMART,6524 N SOUTHPORT AVE,60628
212796,36,970.0,SUBWAY,8024 W 43RD ST,60621
642144,20,463.0,BP GAS STATION,9260 W NORTH AVE,60617
813842,33,253.0,GIORDANOS,6344 W NORTH AVE,60630
390017,6,791.0,TARGET,1932 N MICHIGAN AVE,60622
894993,26,456.0,JEWEL OSCO,1619 W DEVON AVE,60634
221706,42,929.0,DOMINICKS,720 N SOUTHPORT AVE,60608
699157,3,914.0,WALGREENS,2504 N BROADWAY,60637
218676,34,213.0,HOME DEPOT,5180 W MADISON ST,60638
250320,13,370.0,HONEYBEERS,6163 W 43RD ST,60606
442811,48,720.0,STARBUCKS,9794 S COTTAGE GROVE AVE,60605
84266,38,172.0,BUONA BEEF,5678 S WABASH AVE,60635
911738,26,576.0,COSTCO,7645 N CICERO AVE,60639
563533,47,737.0,SHELL STATION,6875 W NORTH AVE,60622
205529,34,743.0,MCDONALD'S,315 N MICHIGAN AVE,60637
190416,14,518.0,HOME DEPOT,2062 S WABASH AVE,60606
190535,4,372.0,ADVANCE AUTO,2128 S PULASKI RD,60604
203457,36,617.0,TRADER JOES,1460 W CHICAGO AVE,60612
882125,3,985.0,REGGIE'S BAR & GRILL,8836 S PULASKI RD,60618
75042,17,171.0,SEVEN ELEVEN,4289 W IRVING PARK RD,60623
130643,9,267.0,LOWES,1054 W DEVON AVE,60601
695996,32,935.0,PORTILLOS,7119 W 43RD ST,60618
889856,7,573.0,COSTCO,6596 N WESTERN AVE,60605
56093,21,585.0,ADVANCE AUTO,1003 S STATE ST,60639
257370,10,405.0,HONEYBEERS,6653 W MADISON ST,60637
812797,44,656.0,CVS PHARMACY,8725 S ARCHER AVE,60638
91498,22,660.0,KRAFT FOODS,8537 S HALSTED ST,60605
339446,43,310.0,HOME DEPOT,9297 N BROADWAY,60614
410415,25,488.0,HONEYBEERS,6495 S STATE ST,60634
496552,36,297.0,ADVANCE AUTO,9049 N CICERO AVE,60604
91011,50,364.0,JEWEL OSCO,8045 N CICERO AVE,60629
233780,35,640.0,NEYBOUR'S TAVERN,4016 N CICERO AVE,60615
865790,31,955.0,LOU MALNATIS,894 N WESTERN AVE,60624
725304,17,178.0,LOU MALNATIS,7185 S STATE ST,60629
932334,48,788.0,COSTCO,6427 W 63RD ST,60617
965413,9,707.0,MARIANO'S,7592 W 43RD ST,60608
453563,29,961.0,MCDONALD'S,7936 S ARCHER AVE,60612
492625,40,139.0,PIZZA HUT,5267 N WESTERN AVE,60606
188832,17,649.0,HOME DEPOT,9161 S STATE ST,60639
569997,1,192.0,HONEYBEERS,2478 S WABASH AVE,60620
671769,26,168.0,STARBUCKS,5334 S COTTAGE GROVE AVE,60636
691348,22,918.0,DUNKIN DONUTS,7638 W CHICAGO AVE,60637
178507,27,687.0,POTBELLY,4848 S STATE ST,60628
820435,16,599.0,STARBUCKS,3349 W IRVING PARK RD,60610
16516,40,947.0,REGGIE'S BAR & GRILL,1602 W NORTH AVE,60629
77349,26,613.0,LOWES,7214 W 43RD ST,60626
34534,21,791.0,ALDI,3074 N WESTERN AVE,60637
948941,6,991.0,SHELL STATION,5341 S WABASH AVE,60636
332834,2,936.0,BUONA BEEF,4995 N CLARK ST,60610
580378,18,445.0,SAMS CLUB,7409 S ARCHER AVE,60634
633402,46,163.0,AUTOZONE,175 S ARCHER AVE,60619
507926,42,252.0,REGGIE'S BAR & GRILL,4618 S ARCHER AVE,60615
292636,45,877.0,SPEEDWAY,7674 N MICHIGAN AVE,60616
783007,12,319.0,DUNKIN DONUTS,8464 S HALSTED ST,60622
202014,1,155.0,HOME DEPOT,7878 S HOUSTON AVE,60640
687409,31,599.0,PIZZA HUT,8563 N WESTERN AVE,60635
118993,26,360.0,POTBELLY,1437 W NORTH AVE,60628
316305,24,561.0,TONY'S FINER FOODS,4345 W 43RD ST,60621
214035,12,417.0,WALMART,828 N CLARK ST,60638
59579,13,545.0,WALGREENS,2148 S PULASKI RD,60617
340591,39,112.0,NEYBOUR'S TAVERN,3452 S PULASKI RD,60603
185843,42,484.0,STARBUCKS,1104 N WESTERN AVE,60610
896264,24,665.0,LOU MALNATIS,6373 N CLARK ST,60612
595769,41,687.0,REGGIE'S BAR & GRILL,6690 W DEVON AVE,60633
299991,13,126.0,CELINA DELI,1589 W DEVON AVE,60612
813195,18,586.0,AUTOZONE,1733 N CICERO AVE,60629
238803,29,794.0,SAMS CLUB,4354 S STATE ST,60615
712844,35,582.0,BUONA BEEF,8305 N WESTERN AVE,60640
820878,27,858.0,NEYBOUR'S TAVERN,8678 S ARCHER AVE,60631
403675,43,630.0,TARGET,2288 W 63RD ST,60633
232082,48,636.0,SHELL STATION,6297 N BROADWAY,60622
848864,37,760.0,REGGIE'S BAR & GRILL,2990 W CHICAGO AVE,60624
624222,44,816.0,JEWEL OSCO,3652 W DEVON AVE,60621
694942,33,904.0,ALDI,2307 W 63RD ST,60609
714840,6,992.0,SPEEDWAY,2163 W NORTH AVE,60613
377674,38,914.0,PORTILLOS,676 W 43RD ST,60625
971825,16,614.0,SAMS CLUB,4304 N BROADWAY,60607
928774,9,178.0,LOWES,6720 W 43RD ST,60603
658745,34,711.0,SUBWAY,4319 S COTTAGE GROVE AVE,60602
382658,15,785.0,LOWES,6053 S HALSTED ST,60629
955124,34,390.0,WHOLE FOODS,9699 N MICHIGAN AVE,60608
710278,50,156.0,BUONA BEEF,7976 W DEVON AVE,60603
660917,9,370.0,CVS PHARMACY,6120 S PULASKI RD,60604
689666,21,153.0,MARIANO'S,5438 W IRVING PARK RD,60621
588294,2,909.0,POTBELLY,9834 N WESTERN AVE,60614
862533,27,153.0,SEVEN ELEVEN,8662 S STATE ST,60606
122093,11,898.0,JEWEL OSCO,8581 S HALSTED ST,60638
643698,24,619.0,MCDONALD'S,4036 W 43RD ST,60608
358964,37,907.0,BUONA BEEF,3604 N MICHIGAN AVE,60623
852356,3,723.0,LOWES,6458 N SOUTHPORT AVE,60633
752558,43,623.0,LOU MALNATIS,2053 N SOUTHPORT AVE,60623
908938,13,116.0,LOWES,1633 N BROADWAY,60627
284002,9,198.0,SPEEDWAY,8987 W DEVON AVE,60625
966163,23,723.0,JEWEL OSCO,1335 N CICERO AVE,60623
89982,41,304.0,DOMINICKS,1442 W 43RD ST,60607
530927,50,751.0,KRAFT FOODS,401 N CICERO AVE,60623
252741,29,430.0,CELINA DELI,9882 S WABASH AVE,60637
966219,48,797.0,TARGET,8509 W DEVON AVE,60606
920146,44,427.0,TRADER JOES,6968 N BROADWAY,60638
550903,42,531.0,WHOLE FOODS,8771 W DEVON AVE,60623
149709,37,234.0,BP GAS STATION,6813 W DEVON AVE,60626
799880,29,837.0,TRADER JOES,1699 S HALSTED ST,60636
71808,1,274.0,ADVANCE AUTO,9767 W 43RD ST,60637
114064,4,354.0,SHELL STATION,796 W 63RD ST,60620
522644,28,183.0,LOU MALNATIS,9014 S PULASKI RD,60620
318694,14,850.0,WHOLE FOODS,2484 W NORTH AVE,60610
283970,3,142.0,PIZZA HUT,5628 N MICHIGAN AVE,60630
553785,8,859.0,CVS PHARMACY,585 W CHICAGO AVE,60621
67816,48,771.0,DOMINICKS,2674 W MADISON ST,60616
749234,50,986.0,GIORDANOS,3783 W 63RD ST,60617
470418,18,427.0,TRADER JOES,7484 N CLARK ST,60625
481425,47,235.0,TARGET,5530 N CLARK ST,60612
443132,41,425.0,SUBWAY,8152 S STATE ST,60601
622509,9,792.0,JEWEL OSCO,5545 S HALSTED ST,60626
353727,3,852.0,PORTILLOS,107 N SOUTHPORT AVE,60609
628698,36,880.0,PIZZA HUT,7960 W MADISON ST,60635
992263,26,362.0,LOWES,6232 N MICHIGAN AVE,60606
954279,35,872.0,GIORDANOS,5804 W 43RD ST,60629
853305,28,175.0,SPEEDWAY,1210 W NORTH AVE,60626
432637,16,216.0,POTBELLY,5352 S ARCHER AVE,60640
362784,22,508.0,TONY'S FINER FOODS,8058 N MICHIGAN AVE,60615
265266,7,652.0,TRADER JOES,8126 W DEVON AVE,60612
892211,38,640.0,DUNKIN DONUTS,3005 S WABASH AVE,60622
418286,11,581.0,LOU MALNATIS,4840 W IRVING PARK RD,60610
883923,42,893.0,SAMS CLUB,917 N SOUTHPORT AVE,60631
108122,24,596.0,PORTILLOS,1195 N SOUTHPORT AVE,60622
816639,43,949.0,LOU MALNATIS,2380 N CICERO AVE,60610
570331,45,362.0,SHELL STATION,4641 W CHICAGO AVE,60609
821174,48,634.0,WALMART,6465 S PULASKI RD,60605
393150,33,684.0,COSTCO,1220 W 43RD ST,60614
448619,11,332.0,BP GAS STATION,9948 S STATE ST,60617
73596,32,536.0,WALMART,9212 W MADISON ST,60616
784169,1,330.0,GIORDANOS,2271 W NORTH AVE,60623
688758,3,967.0,REGGIE'S BAR & GRILL,3551 W DEVON AVE,60635
210371,5,561.0,CELINA DELI,9873 S HOUSTON AVE,60635
165154,1,630.0,DUNKIN DONUTS,2877 N BROADWAY,60607
113271,18,359.0,BUONA BEEF,6205 W DEVON AVE,60605
394713,11,115.0,AUTOZONE,2554 W MADISON ST,60622
556351,44,634.0,MARIANO'S,8523 W CHICAGO AVE,60618
176588,16,918.0,LOWES,1561 W CHICAGO AVE,60638
863034,10,435.0,SUBWAY,3229 S HALSTED ST,60610
961590,1,493.0,PORTILLOS,3846 N CLARK ST,60618
556666,21,294.0,REGGIE'S BAR & GRILL,1089 S STATE ST,60602
77677,12,934.0,DUNKIN DONUTS,6728 N BROADWAY,60603
571191,42,619.0,JEWEL OSCO,7565 N BROADWAY,60619
589622,13,131.0,SHELL STATION,9301 S ARCHER AVE,60633
198433,48,865.0,LOWES,6533 N CICERO AVE,60622
79660,21,207.0,HONEYBEERS,3354 N SOUTHPORT AVE,60603
470364,39,333.0,CVS PHARMACY,4554 W 63RD ST,60610
987452,46,371.0,SUBWAY,589 S WABASH AVE,60620
652055,36,516.0,POTBELLY,595 W 43RD ST,60621
596999,5,497.0,BP GAS STATION,5459 S PULASKI RD,60617
982549,19,594.0,SUBWAY,4979 W NORTH AVE,60605
922488,40,152.0,BUONA BEEF,141 S STATE ST,60634
138355,22,726.0,WALMART,1624 W 63RD ST,60627
335359,36,641.0,SHELL STATION,8045 N WESTERN AVE,60603
92463,28,948.0,SUBWAY,5068 S WABASH AVE,60609
